_date_,exp1,exp2,exp3,exp4,exp5,exp6,exp7,exp8,exp9,exp10,exp11,exp12
2011-10-01,19394359.375,16247.37,3858596.0,11936.021,47971.204,88872.0,8713.08,5271.322676,4659.0,87.00784,24919661.165556505,96.6949
2011-11-01,19865736.759,8386.987,3134432.0,7523.617,46598.176,61641.0,5490.12,2979.401896,2866.0,86.22752,25902506.3260593,96.6358
2011-12-01,17003811.903,6963.618,2984778.0,7253.211,47055.057,60987.0,5473.97,2668.252009,2634.0,86.38274,22468281.4501768,97.0119
2012-01-01,16579204.648,7524.295,3207681.0,6941.633,38802.769,58438.0,5630.61,2814.619493,2653.0,87.08323,21959672.3503611,98.3526
2012-02-01,17977588.885,7979.704,3179366.0,6864.553,40366.249,56451.0,5411.59,2751.074857,2653.0,86.37189,23155114.0919998,96.9188
2012-03-01,19888497.946,9851.578,3381957.0,8641.339,46690.633,67362.0,6461.67,3467.140749,3276.0,86.9679,25775628.341336,96.7302
2012-04-01,17198356.293,12107.173,2758536.0,10396.091,41443.261,78647.0,7649.35,4538.24364,3822.0,86.58024,22834431.0679015,96.5759
2012-05-01,19462192.742,16781.993,3147818.0,11321.055,42763.023,86542.0,8519.97,5437.661239,4679.0,87.38206,25799662.6781181,95.8068
2012-06-01,18868544.156,20569.376,4288977.0,12905.825,42836.419,93425.0,9193.89,6005.380135,5655.0,87.63053,24964386.2546618,97.0733
2012-07-01,19600183.82,24784.964,6325771.0,14945.244,43702.102,103269.0,12093.54,7548.104256,7402.0,88.71645,25665611.5469512,97.8917
2012-08-01,16586907.342,25092.719,6938369.0,15109.596,42341.5,103396.0,13785.75,7885.393677,7362.0,88.43497,21678407.1369618,98.999
2012-09-01,17865997.294,22083.118,4969606.0,13433.847,44383.048,93440.0,9753.12,6252.598828,6116.0,88.56256,22797030.510354,97.5503
2012-10-01,21077971.239,16327.182,3903820.0,11537.915,48453.872,85000.0,8342.92,5137.177947,4687.0,88.07598,27063579.4347563,98.6238
2012-11-01,19749822.82,8366.415,3149608.0,7394.63,45758.194,58445.0,5431.68,2995.426211,2874.0,87.80714,25207502.6567245,98.4035
2012-12-01,17788626.65,7089.783,3078840.0,6924.3,45861.267,59528.0,5407.08,2631.30721,2751.0,87.25362,22502664.8630171,97.5736
2013-01-01,17881673.505,7418.969,3158044.0,6577.542,39686.34,54358.0,5385.52,2728.272432,2992.0,88.46521,23114370.464804,98.568
2013-02-01,18414293.077,7827.815,3107289.0,6518.124,38638.463,51060.0,5318.5,2756.023029,2989.0,89.64147,24285192.7242723,99.0125
2013-03-01,20288581.514,10475.908,3450127.0,8739.263,44531.589,64771.0,7013.63,3738.845765,3767.0,91.39534,27198467.5767535,99.3479
2013-04-01,20398425.668,11963.621,2882124.0,10052.506,45838.197,77061.0,7939.94,4690.771564,4236.0,90.6001,26560950.2310021,100.1225
2013-05-01,20890752.261,18162.269,3732503.0,11888.905,41280.453,88710.0,9342.98,5823.06282,5544.0,91.36835,27772754.4750887,98.98
2013-06-01,20848467.022,21451.621,4532445.0,13284.322,40954.905,93448.0,9660.53,6308.842335,6431.0,92.47201,26826376.681846295,101.7856
2013-07-01,19860819.902,25171.724,6489247.0,15123.921,42739.755,104484.0,12372.77,7727.186426,8443.0,91.60062,25645015.5057717,99.0296
2013-08-01,17215516.192,26024.469,7059758.0,15658.385,39116.621,105934.0,14491.76,8481.924038,8780.0,93.03923,22078662.863654505,101.8257
2013-09-01,19344803.055,22708.696,5049148.0,13767.985,42146.839,94678.0,10260.55,6550.854592,6857.0,93.67371,25386671.0225352,99.9837
2013-10-01,21464846.041,17407.737,4100460.0,12033.372,50745.425,86472.0,9004.76,5481.295037,5775.0,92.66794,27381877.5472171,101.1251
2013-11-01,19318583.925,8882.441,3223036.0,7942.118,48613.541,62335.0,5963.04,3305.271812,3398.0,93.01126,24982988.8936584,99.9428
2013-12-01,18313036.902,7900.963,3130253.0,7480.858,47989.367,59539.0,5995.62,3085.99672,3368.0,94.08183,23740237.5707863,100.2766
2014-01-01,18434419.999,8261.004,3364894.0,7146.225,42490.526,57959.0,5747.97,3064.668422,3294.0,95.56518,24360878.2660128,102.1961
2014-02-01,19325388.71,8418.274,3210307.0,7004.527,42368.346,54480.0,5748.23,3064.422005,3226.0,95.49351,25552369.5775868,103.3345
2014-03-01,20632551.591,11091.589,3614648.0,8869.009,51119.527,65214.0,6840.39,3760.53107,4013.0,94.12541,26899901.0979561,101.0942
2014-04-01,19645234.513,13283.988,3267980.0,11242.034,45834.713,81957.0,8767.28,5311.829719,5018.0,96.77994,25996783.9822758,103.7812
2014-05-01,20626409.728,18131.256,3740052.0,12564.978,46194.269,92526.0,9486.86,6149.736644,5733.0,96.50105,27068555.6555932,104.9149
2014-06-01,20601332.097,21698.004,4718731.0,13964.82,43014.362,98056.0,9993.82,6590.847588,6675.0,97.00146,27221927.0857902,104.4257
2014-07-01,21584791.358,24698.709,6385085.0,15745.908,47511.394,108950.0,12628.88,8149.090805,8796.0,98.23007,28370268.9239447,106.4789
2014-08-01,16341901.592,26540.528,7272748.0,16676.696,42683.801,111038.0,15071.43,9240.208047,9550.0,99.52997,21846540.7958796,108.5274
2014-09-01,21198804.202,23305.499,5107099.0,14468.814,47611.3,97904.0,10581.7,7066.406849,7307.0,99.54021,27426838.8418083,107.6615
2014-10-01,22347127.559,18065.539,4201424.0,12621.913,54058.495,89225.0,9447.8,5907.191661,6036.0,99.74612,29177614.192241,107.89
2014-11-01,19944375.461,9049.843,3159942.0,8251.85,51734.509,62795.0,6160.42,3396.166787,3452.0,99.87946,26113938.4876515,110.9476
2014-12-01,19352534.871,7986.508,3052326.0,7870.586,49592.321,60595.0,6184.48,3255.10934,3448.0,99.4306,25452553.1968574,109.4234
2015-01-01,17894613.843,8360.385,3206333.0,7642.048,41674.262,59502.0,5897.99,3175.915886,3606.697549,99.8774,23617151.9656533,107.6931
2015-02-01,19859900.286,8692.06,3169146.0,7474.776,45464.202,55860.0,5863.2,3228.368583,3431.096093,101.27135,25941930.8696057,111.4817
2015-03-01,23218284.824,10880.104,3459261.0,9511.377,52166.893,67797.0,6950.52,4007.974015,4225.961802,102.74814,30077503.8710854,116.128
2015-04-01,20918284.689,13599.89,3230371.0,11559.641,48080.661,83033.0,8762.02,5454.186755,5400.105546,102.92018,27701816.7638595,113.4722
2015-05-01,21025250.441,19233.177,3805870.0,13413.926,48007.926,94639.0,9983.02,6572.838525,6373.622628,103.26647,26813967.8309192,114.6368
2015-06-01,22206573.616,21521.458,4701921.0,14460.367,47452.228,99353.0,10122.74,6690.369386,6932.171677,103.98288,28907502.8388749,115.7596
2015-07-01,23507852.807,25979.666,6669182.0,16583.255,50354.641,111232.0,13174.45,8678.781707,9502.12529,105.19801,30307942.4444976,116.2694
2015-08-01,16206412.032,27537.189,7366302.0,17330.938,46834.839,113318.0,15228.18,9429.632311,9874.17651,104.15283,21539288.0050446,115.1377
2015-09-01,21423909.804,23988.101,5226304.0,15108.913,51451.47,99749.0,10576.41,7243.06702,7614.968268,105.06372,28426372.6971171,117.9632
2015-10-01,22169365.983,19487.673,4514855.0,13716.536,57253.81,92949.0,9940.966,6432.341,6280.63,105.81478,28744599.1508748,117.8537
2015-11-01,21655393.37,10002.281,3344525.0,9089.517,55200.448,65895.0,6429.628,3754.802,3872.84,106.18807,28323299.7596457,116.0766
2015-12-01,20155490.474,8698.839,3186881.0,8589.441,53038.368,64692.0,6417.639,3512.914,3773.27,106.78139,26649944.7611462,117.4589
2016-01-01,18267292.46,9042.054,3394526.0,8531.654,47539.101,63339.0,6133.318,3526.537,3737.26,106.51985,24363871.4509043,115.8509
2016-02-01,20390711.447,9869.534,3509995.0,8695.42,51925.203,62400.0,6254.862,3678.726,3706.27,107.47215,27208581.6836585,116.9565
2016-03-01,22443055.886,12603.332,3837227.0,10930.49,55645.798,75568.0,7684.502,4627.206,4624.47,108.08705,30022353.335472,116.6377
2016-04-01,22244731.788,15075.994,3522687.0,12513.512,56653.912,88465.0,9254.452,6086.327,5627.99,108.80938,29834747.3922466,119.6242
2016-05-01,22014135.478,21402.102,4370841.0,14889.654,52359.059,102947.0,10409.297,7111.154,6917.93,108.54687,29382994.1621533,120.8226
2016-06-01,22681280.589,24080.008,5298354.0,16060.423,50430.367,108564.0,10882.964,7552.758,7817.41,109.06389,30130853.312857,118.0768
2016-07-01,21366369.12,28362.245,7125350.0,18796.286,53322.865,123915.0,14103.246,9545.792,10238.54,109.76453,28016616.6089634,119.7571
2016-08-01,17646025.35,29257.315,7712717.0,18924.44,54366.525,123406.0,15765.727,10027.471,10281.98,110.29383,23720023.6552488,120.328
2016-09-01,21431637.041,26001.999,5710994.0,16835.295,59923.154,110842.0,11331.574,7932.607,8399.31,109.33312,28497089.907595105,118.2988
2016-10-01,21806803.087,21145.869,5049022.0,15636.913,66984.219,104652.0,10238.948,7137.723,7333.85,111.65249,29038891.4020842,120.3331
2016-11-01,23506897.111,10658.131,3564046.0,9984.595,63806.274,71776.0,6623.135,4098.262,4205.06,112.18389,30958855.421262305,122.5291
2016-12-01,20731277.469,9431.229,3396145.0,9986.733,60220.048,72545.0,6879.053,3990.446,4525.45,113.62251,27323347.516089305,122.1125
2017-01-01,21440076.544,9883.8,3642217.0,9566.081,53394.772,69937.0,6200.774,3905.736,4262.99,114.28881,28374531.4322228,126.951
2017-02-01,22075630.876,10121.322,3582714.0,9362.915,55611.262,66192.0,6600.345,4119.137,4304.73,114.81374,29484226.8107916,124.6873
2017-03-01,26225818.428,12569.758,3897271.0,11478.443,67375.422,78609.0,7552.469,4913.943,5109.49,114.4701,34580870.1810408,124.103
2017-04-01,21796212.378,16791.693,4068659.0,14855.206,61089.059,98666.0,10660.952,7081.594,6782.08,116.60943,29030163.8099644,124.9727
2017-05-01,25359083.706,22416.238,4684963.0,16103.673,63877.297,110332.0,11438.274,8002.648,7927.07,117.29438,33557991.9220143,123.7086
2017-06-01,23978634.052,25795.662,5734458.0,17748.736,60150.41,117699.0,11485.278,8431.975,8987.77,117.37109,32368530.4354219,125.8301
2017-07-01,22189031.161,29288.076,7305970.0,20166.108,65181.954,130558.0,15121.496,10493.438,11850.99,117.04677,29231240.5453923,124.9442
2017-08-01,19237660.907,29594.071,7827107.0,20177.206,69856.177,129549.0,15835.528,10397.745,11340.29,117.07429,25995573.0894203,125.8985
2017-09-01,23257499.333,26606.342,5871454.0,18240.389,70781.54,118118.0,12374.962,8877.27,9476.29,118.70779,30152744.8198561,128.3845
2017-10-01,24240876.738,21639.598,5069085.0,16361.616,80786.248,109966.0,10535.814,7269.931,7789.23,117.67073,31699113.5735717,126.5499
2017-11-01,25354529.395,10813.437,3565363.0,10729.453,74643.546,76565.0,6973.62,4392.575,4642.35,118.93395,33071216.9371302,127.0371
2017-12-01,21970682.428,9228.127,3316739.0,10521.344,67383.732,75987.0,6937.773,3982.53,4530.66,118.67935,28605608.4232938,127.0604
2018-01-01,22829627.808,9936.282,3490948.0,10096.903,63919.683,72431.0,6489.874,4106.601,4524.43,119.31371,29643444.906693894,131.9236
2018-02-01,22589523.721,10289.137,3441158.0,9933.814,63898.405,68950.0,6615.762,4218.047,4535.94,118.73162,29558497.2834291,132.1651
2018-03-01,25605526.834,12946.909,3765391.0,12619.635,75967.812,85468.0,8326.31,5393.186,5726.73,120.51749,32909161.491138,131.2794
2018-04-01,23858353.656,15947.842,3624336.0,14919.279,73409.446,100732.0,10301.539,6780.378,6621.53,118.61017,31210249.0978068,131.3519
2018-05-01,25309319.606,22732.654,4382702.0,16782.404,71798.592,113032.0,11624.018,8086.048,8155.06,121.14243,32543004.9171344,131.6975
2018-06-01,24724040.731,25311.127,5217425.0,18457.842,67567.385,122058.0,11780.733,8554.306,9370.81,120.65008,31753543.9030896,129.1245
2018-07-01,24354883.865,28532.03,6583227.0,20470.416,73180.318,133033.0,14766.107,10020.246,11748.1,121.11669,31068587.5125455,132.0833
2018-08-01,20714785.098,28772.169,7195090.0,20454.618,72340.793,131865.0,16121.776,10175.761,11459.69,120.19048,26778939.4478362,129.4745
2018-09-01,22176855.843,26357.9,5404167.0,18780.338,76757.241,122649.0,12803.621,8932.308,9545.81,120.67155,27957889.8817766,130.7674
2018-10-01,26413344.61,21846.402,4747886.0,17187.49,88236.193,115322.0,11153.466,7649.86,8164.58,121.07602,33205605.8594249,130.1956
2018-11-01,25280962.698,11105.954,3325377.0,11450.938,80819.467,81450.0,7241.009,4536.873,4888.55,120.83147,31848838.8571626,129.2064
2018-12-01,21166697.927,9702.778,3155464.0,11352.603,73503.931,81950.0,7231.453,4354.798,5009.52,121.57312,27196925.1541482,131.4279
2019-01-01,22525343.531,10006.273,3296131.0,10812.061,67341.088,78122.0,6784.666,4195.641,4678.67,123.50666,29002228.3697372,134.9352
2019-02-01,23018840.082,10193.198,3237214.0,10562.562,69258.89,72511.0,6984.74,4380.504,4658.61,122.29109,29301875.8417629,136.5341
2019-03-01,25469239.802,13038.51,3623376.0,13063.696,84219.932,85406.0,8643.169,5649.577,6034.87,122.97116,32238510.825382,134.7447
2019-04-01,24764584.761,16684.153,3557366.0,17976.822,75887.721,105818.0,10721.891,7146.033,7056.36,124.91468,31577223.965679105,135.0635
2019-05-01,26691544.402,22075.56,4078256.0,17221.252,74811.492,115426.0,11363.709,7919.204,8137.84,123.46702,34576844.7653186,137.2584
2019-06-01,24938661.088,25557.026,5006140.0,19594.552,66742.782,123259.0,12305.955,8833.893,9686.12,124.93363,32216170.3476254,133.8719
2019-07-01,25286753.772,28327.761,6382634.0,20823.901,77757.756,132488.0,14534.938,9873.27,11941.51,123.73493,31886856.6309098,136.4895
2019-08-01,19436253.856,28813.745,7058603.0,21091.389,73981.726,132154.0,16155.889,10118.366,11704.76,125.82089,25342512.8183002,135.0222
2019-09-01,23468753.241,26031.614,5246097.0,19187.689,82245.749,121772.0,12698.879,8845.152,9617.21,125.28728,29845537.8952025,134.9682
2019-10-01,26861399.679,21579.069,4373098.0,17278.68,94241.59,113180.0,11034.547,7587.749,8322.55,124.36325,33566442.2270226,135.1415
2019-11-01,25061368.328,11139.39,3154013.0,11840.712,92605.032,80338.0,7606.142,4655.021,5062.63,124.56399,31755770.3382067,131.8424
2019-12-01,22566331.539,9940.055,3104500.0,11731.114,84028.245,80690.0,7335.56,4304.741,5010.84,123.69021,28406566.3445707,132.7143
2020-01-01,23142387.834,10263.114,3232552.0,10974.72,76192.519,75389.0,6857.79,4133.024,4767.31,125.19679,29637511.5972524,135.1466
2020-02-01,23992357.128,10610.233,3227488.0,10874.275,73724.253,74319.0,7174.414,4427.344,4789.29,125.40599,30122562.1451744,137.5261
2020-03-01,21769151.44,5292.744,1356756.0,5337.544,58400.369,50601.0,3332.035,1997.262,2173.73,99.84824,27654788.840971,117.1191
2020-04-01,15042773.098,2671.6575,7231.685,53.834,30083.377,4412.0,19.94108,11.00767,11.5381,75.62481,19626402.3070536,87.7715
2020-05-01,17514828.839,50.571,7231.685,97.817,38706.372,5223.0,19.94108,11.00767,11.5381,78.2489,22238457.1645839,101.6944
2020-06-01,22639947.27,321.636,89581.0,317.549,37635.267,8124.0,656.181,204.272,133.89,85.96509,29275577.4743039,112.5135
2020-07-01,23385432.234,4169.806,1137672.0,3703.47,49893.965,43703.0,4763.482,2464.779,2457.94,101.75201,29842482.5310657,125.0199
2020-08-01,17664203.645,4869.172,1449545.0,4071.162,52102.114,57594.0,5354.768,2440.978,2456.85,100.42052,23293821.6780971,125.3887
2020-09-01,23250252.911,1826.034,532467.0,1960.67,63197.645,36451.0,3014.977,1138.868,964.49,98.6791,30464637.436457,124.2143
2020-10-01,25281732.724,1370.657,426188.0,1722.682,74540.207,28552.0,2681.899,1020.773,864.49,103.54873,32285294.2005107,128.2023
2020-11-01,24730657.678,1075.086,466972.5,1160.655,68406.187,19281.0,1000.276,456.814,481.98,101.9396,31339481.081129,129.3285
2020-12-01,22761732.906,1222.935,507757.0,1610.293,64791.791,23722.0,1574.148,648.989,696.81,103.37022,29372322.0166942,127.923
2021-01-01,20497598.227,777.409,374252.0,1236.245,54660.115,18251.0,1250.748,437.973,457.43,102.58182,25868093.6590442,125.0195
2021-02-01,23541978.154,662.177,298212.0,856.801,61529.069,13991.0,803.02,284.974,323.82,100.79339,29557108.3816773,124.7345
2021-03-01,28268288.02,997.112,353991.0,1270.209,74490.473,18377.0,1238.091,491.427,543.89,103.38912,34762751.5631266,127.0121
2021-04-01,25841334.356,1301.009,361827.0,1612.194,69162.895,23660.0,1246.691,629.206,668.42,104.96559,31498141.142955706,125.4919
2021-05-01,27202155.734,2647.639,537278.0,2637.142,66396.788,31994.0,2692.002,1363.164,1395.78,107.3731,32748880.2852961,123.8449
2021-06-01,27609646.772,5298.248,934592.0,4453.982,68371.381,49065.0,3942.082,2216.356,2421.69,109.59485,32906185.807555,127.008
2021-07-01,26567777.377,11511.428,2305866.0,8398.584,74345.321,81239.0,6997.238,4398.992,5229.47,115.89574,30799271.0562456,127.9589
2021-08-01,22097021.402,14889.566,3211370.0,10297.685,70567.799,89874.0,8581.154,5196.52,5907.3,120.11446,25826694.3152459,131.4383
2021-09-01,28336689.449,13866.55,2626674.0,9803.679,81971.472,81743.0,7064.833,4703.933,5051.2,121.44547,32794413.0781907,132.6919
2021-10-01,28719572.425,14409.129,2991628.0,11100.388,89400.775,84079.0,7429.965,5148.82,5606.29,127.43187,32804638.1421916,137.1327
2021-11-01,30308843.986,8842.628,2543917.0,8297.099,89345.157,65074.0,5323.293,3361.913,3761.5,128.61306,34108021.9691446,139.0906
2021-12-01,27618262.392,6903.882,2220272.0,7386.085,84415.552,67122.0,5062.259,2947.525,3536.59,128.48615,30413886.3414748,136.1429
2022-01-01,26600791.729,6062.368,2215040.0,6232.1,67840.858,57833.0,4252.809,2501.443,3039.78,127.44185,28762697.6522967,139.8721
2022-02-01,29920329.051,7604.976,2470535.0,7317.038,69302.405,56834.0,5305.95,3179.288,3774.69,130.96053,32168230.385804106,140.8605
2022-03-01,33090208.024,10560.891,2827603.0,9843.389,81891.169,73063.0,6061.508,4039.532,5077.45,129.46734,33488546.2655873,134.6639
2022-04-01,31313206.039,14937.079,3015087.0,13678.386,73158.426,97852.0,8619.969,6106.316,6910.11,137.34239,31570198.506433,141.7296
2022-05-01,35045106.364,19733.328,3693460.0,15084.449,72838.937,107228.0,9746.051,6988.353,8046.91,138.35088,35280792.6967833,145.661
2022-06-01,34949360.142,22894.83,4282472.0,16491.696,69798.419,44684.0,10214.168,7498.156,9025.67,137.67468,34710644.8949775,138.9213
2022-07-01,32042097.748,26513.088,6038701.0,18245.175,70116.819,121454.0,13044.946,9091.39,11902.1,138.23696,31175279.8541768,143.3482
2022-08-01,29090924.131,27871.3,6288254.0,18430.774,69145.556,119853.0,13296.353,8848.665,11281.82,138.2054,29389420.9468182,144.6284
2022-09-01,34621363.625,23934.658,4650196.0,16830.269,73225.074,110035.0,10747.336,7767.211,9147.69,138.1456,33589339.5030025,143.1861
2022-10-01,33057790.246,20094.601,4058112.0,16229.7,80704.549,109082.0,10108.573,7176.984,8311.2,139.3948,32342898.5731632,144.5803
2022-11-01,37379981.875,10614.692,2980875.0,11077.841,79146.34,77127.0,6683.915,4334.651,5381.97,138.77444,35471359.3921367,146.184
2022-12-01,32097764.968,9506.705,2861454.0,11104.284,74499.651,78860.0,6886.524,4127.293,5238.8,139.05328,30845515.3570183,148.2633
2023-01-01,30920969.22,9661.665,3050099.0,10724.913,65804.594,73642.0,6536.295,4134.995,5216.94,140.78995,29529173.1650418,145.6569
2023-02-01,32830165.114,10308.214,3017555.0,10539.161,71634.541,70227.0,6652.234,4320.665,5364.13,140.23381,31100507.1910527,144.6492
2023-03-01,38932728.484,12560.069,3165233.0,12855.88,86152.785,84189.0,7804.622,5247.341,6668.07,141.67312,37123619.6088179,147.4223
2023-04-01,29342437.952,17297.363,3365542.0,15996.343,76315.538,104562.0,10446.253,7228.094,8454.47,142.83708,28248643.2574818,144.1276
2023-05-01,33942406.766,22403.599,4053204.0,17335.127,77849.932,112765.0,11684.198,8300.384,9766.97,141.87705,32594235.882579505,141.9055
2023-06-01,33982453.989,24038.955,4347975.0,18142.98,73182.056,116940.0,11471.027,8307.46,10607.99,141.95673,33134870.015250105,143.5972
2023-07-01,30445789.879,27805.62,5629985.0,20420.217,77299.035,130370.0,14774.158,10116.916,13880.83,143.24716,29844226.332639094,139.727
2023-08-01,26173676.041,29147.145,6063169.0,20592.197,77735.425,128535.0,15489.505,10186.163,13599.39,142.71936,25469059.173085295,139.9131
2023-09-01,31014884.439,26197.078,4626814.0,18971.609,85754.064,120088.0,12506.679,8795.425,11193.59,143.2687,29650990.7462201,141.5868
2023-10-01,32276872.882,22753.513,4353283.0,18350.305,91315.223,117955.0,11774.557,8187.022,10302.07,144.80924,31049957.288419,137.9781
2023-11-01,34878346.913,12066.353,3204729.0,12871.188,91944.718,85637.0,8059.185,5135.498,6644.47,144.51322,33393209.3822032,141.4926
2023-12-01,28947870.423,10550.395,3153645.0,12925.77,90025.107,88411.0,8551.712,5209.085,7090.5,145.72405,27705647.0445804,140.8499
2024-01-01,30144188.447,10726.02,3258543.0,12144.917,81925.988,81149.0,7256.09,4768.171,6549.6,147.22768,28786115.984022,142.812
2024-02-01,31834868.145,11769.512,3296844.0,12449.872,85857.03,79871.0,7643.46,5009.311,6746.53,146.38938,30858548.896546,141.1123
2024-03-01,31450458.378,15178.15,3555748.0,14987.65,96486.541,94968.0,9379.438,6347.516,8651.55,147.80404,29938190.586826,148.4131
2024-04-01,33990782.626,18230.973,3440063.0,17471.608,90577.052,113465.0,11298.566,7831.094,9565.4,147.92594,31937862.003053,141.7499
2024-05-01,34716427.44,25163.678,4202053.0,19609.24,98848.479,125550.0,13041.56,9256.446,11687.33,147.59278,32807791.03,140.9481
2024-06-01,32968748.84,25968.966,4613597.0,20460.582,93186.769,129461.0,12537.247,9313.45,12373.28,148.94401,31175010.26,145.3086
2024-07-01,33269564.39,29247.125,5698547.0,22241.65,96847.127,139706.0,16000.994,10851.172,15534.68,148.23705,31446799.53,144.9734
2024-08-01,26833928.51,30570.274,6468783.0,22566.867,96124.015,139168.0,16638.668,10930.75,15362.78,149.71934,25401237.74,143.2024
2024-09-01,31596859.34,27339.733,4758534.0,20809.353,99663.401,130827.0,13327.08,9595.136,12615.13,149.45411,29867741.43,146.5832
2024-10-01,35280246.22,24273.845,4505747.0,19894.605,113860.916,126686.0,13019.294,8965.31,11897.62,149.69167,32586294.47,146.8043
2024-11-01,33690011.45916477,12414.15,3270128.0,14199.7,110607.321,94503.0,8982.85,5665.204,7709.1,149.92619301023294,31639670.551596668,142.3367380779376
2024-12-01,30320602.492106535,11285.03593375632,3435643.9779845974,12762.74286443743,103698.02370352994,93387.21264798782,8361.853418681616,5515.759614892591,7098.630394972555,150.74862491749352,28523889.96308219,147.80517627337363
2025-01-01,30012953.292592328,11380.051388031312,3648465.3172726454,12805.550510437752,90848.8241695924,87011.87375784868,8215.408037348272,5464.905520426393,7663.29711334817,151.22285544648952,28078731.62080592,144.7993110953003
2025-02-01,32010513.67931672,11834.436302663173,3570315.3512864783,13405.014571690865,95470.13055608397,81049.13192204283,8036.472582911266,5361.855209043704,7625.71422718713,151.9420408964604,30122080.724278975,146.69218622003453
2025-03-01,34989383.6598922,15364.533371949705,3904372.8660075567,16559.239668295875,108688.11812103695,98215.89942158686,9911.664626073023,6806.381074977132,9739.291169083283,150.61865335575615,32645766.34564734,148.88401141858017
2025-04-01,31796678.313848887,19409.957364560207,2852820.721311575,18401.8620448616,97039.71524415839,114914.772376533,9790.870273715454,7003.915034100904,9295.405207569294,149.9907035077662,29844060.58805812,141.9405070068693
2025-05-01,34533543.725231364,22377.92235329473,3755102.56928538,19646.92864637095,100304.4153729153,125230.90450309828,12317.3413458119,8975.75231682623,10522.68750299894,152.53852458421167,32303399.20463952,143.27616466564845
2025-06-01,34332954.50201439,33604.76358944902,6565970.202508411,28286.39661538496,97478.34747695952,120587.27324005104,17286.156192309445,15083.67293641098,20024.17577091616,154.97219848524702,32280624.178275313,145.92299515136153
2025-07-01,33370342.488586504,41714.34939909002,9303120.08268691,33103.95270980724,103306.60996757416,182921.02168168643,23509.738912454184,19472.192881732743,28510.51745353072,156.02047760928548,30956290.24563101,145.99261829436466
2025-08-01,26498913.148627188,40935.276239859835,9575970.887562737,32006.10579935836,98851.89679064376,175028.41963973315,23924.02847848836,17562.41493718748,25031.876764823544,155.1827316792521,25304450.23409784,143.84048835181994
2025-09-01,32310415.85303323,32662.243248349205,6360350.657997658,26452.733724266767,107280.70196424576,150129.63000436043,16590.448475855617,13238.565451880297,17966.772557980417,154.4945100191466,30284323.79027387,145.75580617213475
2025-10-01,34381658.668629624,27424.759382768643,5730677.536989647,26082.987695387823,120286.96663358231,149075.89004888973,15780.240225878128,12665.28436157662,17242.242644409514,156.12620379250694,31972942.478632987,146.12508660352674
2025-11-01,34420983.08433782,14967.197751158728,4504689.539029047,17892.923403812012,116302.45249088603,106636.45376565846,10629.277433214564,7543.222861003366,10552.500667982347,156.35513998322747,32192588.991229217,145.06242930627124
2025-12-01,30888550.031932928,13109.472444077266,4378113.61307121,16531.62187208572,110696.52161111488,106547.93468063405,10191.881128742856,7075.949459884181,9861.858394828387,156.7692968129354,28845245.468481947,148.14706109590128
2026-01-01,,,,,,,,,,,,
2026-02-01,,,,,,,,,,,,
2026-03-01,,,,,,,,,,,,
2026-04-01,,,,,,,,,,,,
2026-05-01,,,,,,,,,,,,
2026-06-01,,,,,,,,,,,,
2026-07-01,,,,,,,,,,,,
2026-08-01,,,,,,,,,,,,
2026-09-01,,,,,,,,,,,,
2026-10-01,,,,,,,,,,,,
2026-11-01,,,,,,,,,,,,
2026-12-01,,,,,,,,,,,,
